,districts,longitude,latitude,year,pop,spei,dep.index,built,temp.jan,temp.apr,temp.jul,temp.oct,total.con,protests,battles,expl,riots,vac,sd,precip.jan,precip.apr,precip.jul,precip.oct
1124,Loralai,68.77481703,30.470996,2015,165843,-0.252324497,85.45245927,0.000234514,12.13854144,25.51941566,28.54941075,24.6336404,9,1,0,0,0,0,0,0.167739106,0.387660853,1.855565424,0.169978234
1125,Loralai,68.77481703,30.470996,2016,207600,-0.179327319,85.45245927,0.000234514,13.51096356,23.13554631,30.27832318,25.72891495,1,1,0,0,0,0,0,0.187531599,1.255618527,0.965448511,0.001301177
1126,Loralai,68.77481703,30.470996,2017,225181,-1.105952087,85.45245927,0.000234514,9.013335083,28.27150424,29.31737931,26.3519278,5,1,0,0,0,0,0,1.028793771,0.098906245,1.228760601,0.000222219
1127,Loralai,68.77481703,30.470996,2018,228409,-1.730472922,85.45245927,0.000234514,13.85148183,25.84123664,31.85803679,23.34476962,5,0,1,0,0,0,0,0.060783072,0.509989135,0.577383386,0.077698345
1128,Loralai,68.77481703,30.470996,2019,251336,0.158750664,85.45245927,0.000234514,11.43373659,23.40610499,31.99378184,22.66928707,15,1,0,0,0,0,0,0.376906081,1.846040432,0.834175322,0.554458435
1129,Loralai,68.77481703,30.470996,2020,256581,1.10187609,85.45245927,0.000234514,6.927828864,22.36285168,30.55215906,24.37432769,5,1,0,0,0,0,0,0.803280006,0.5617443,0.956120748,0.000257025
1130,Loralai,68.77481703,30.470996,2021,261724,-0.450144795,85.45245927,0.000234514,13.59313503,24.82330401,32.20621335,24.86663203,12,1,0,0,0,0,0,0.002867406,0.506427414,0.435819493,0.006846788
1131,Loralai,68.77481703,30.470996,2022,266970,-0.450144795,85.45245927,0.000234514,10.03199215,29.18815417,26.513304,24.67379472,14,1,0,0,0,0,0,0.440077315,0.080563963,2.855863642,0.001034338
1132,Lower Dir,71.84914766,34.83975795,2010,1072421,0.806742888,79.25311897,0.330613027,11.06204396,21.7001998,28.80311989,22.60445889,26,5,9,8,3,1,0,1.139294848,1.734907787,8.516758873,0.099630625
1133,Lower Dir,71.84914766,34.83975795,2011,1091023,1.093308182,79.25311897,0.330613027,8.550976147,19.54078411,27.072101,20.91373662,13,16,2,3,2,3,0,0.615782824,1.531522807,2.348869533,0.89142099
1134,Lower Dir,71.84914766,34.83975795,2012,1078820,0.36947902,79.25311897,0.330613027,3.991572456,19.03051122,30.81312116,20.23125984,23,16,2,4,0,4,0,1.707600295,1.551597366,1.467263914,0.59167305
1135,Lower Dir,71.84914766,34.83975795,2013,1094815,1.484664549,79.25311897,0.330613027,5.425724511,18.91882772,27.74242842,21.98061595,21,17,1,3,1,3,1,0.528556199,1.628774023,2.149646661,0.580176494
1136,Lower Dir,71.84914766,34.83975795,2014,1121240,0.302393877,79.25311897,0.330613027,8.015951781,18.63848702,28.2102163,19.87274069,10,20,2,1,0,3,0,0.288194439,1.455589708,2.775917081,1.472009733
1137,Lower Dir,71.84914766,34.83975795,2015,1137981,1.887969986,79.25311897,0.330613027,9.273145847,20.33132223,26.79274131,21.14774375,27,17,1,4,0,2,2,1.074731411,1.728842275,3.349526679,1.573270785
1138,Lower Dir,71.84914766,34.83975795,2016,1231925,1.634611766,79.25311897,0.330613027,9.674150005,19.53421893,26.76934814,23.5563344,29,20,2,2,1,0,1,1.458229093,2.411605703,3.189412399,0.146048286
1139,Lower Dir,71.84914766,34.83975795,2017,1336256,0.351267172,79.25311897,0.330613027,5.329887988,21.68344727,27.01346716,23.64137988,27,18,4,3,1,0,0,2.505430793,1.913675418,2.173528027,0.135947559
1140,Lower Dir,71.84914766,34.83975795,2018,1355403,-1.198594977,79.25311897,0.330613027,10.47849764,21.18298443,27.45574894,19.9490326,67,19,0,1,4,2,0,0.763791459,2.516572047,2.888167114,0.748716505
1141,Lower Dir,71.84914766,34.83975795,2019,1491464,0.322838213,79.25311897,0.330613027,4.669672449,20.28710159,28.20644321,21.09476955,91,17,1,1,4,3,0,1.788025426,2.483300558,3.438859737,0.573603408
1142,Lower Dir,71.84914766,34.83975795,2020,1522583,1.155660237,79.25311897,0.330613027,5.047811673,19.32722713,29.23996841,22.26420151,27,25,1,0,0,0,0,2.057496566,1.880150143,1.902889467,0.120415789
1143,Lower Dir,71.84914766,34.83975795,2021,1553107,-0.868804468,79.25311897,0.330613027,8.977561864,19.26014157,28.05989634,21.10254212,66,22,2,0,1,1,0,0.205713632,1.593726025,3.78124391,1.490891493
1144,Lower Dir,71.84914766,34.83975795,2022,1584243,-0.868804468,79.25311897,0.330613027,6.853839619,25.35089215,25.79528686,21.41736887,64,22,1,1,1,1,0,1.953139312,0.647100152,4.01411895,0.253476364
1145,Malakand,71.8946746,34.53803691,2010,557544,0.806742888,75.63179221,0.624602113,15.22731052,26.66490897,32.48331781,26.91317839,4,0,4,0,0,0,0,0.728489674,0.890507357,6.790854339,0.04072664
1146,Malakand,71.8946746,34.53803691,2011,569471,1.093308182,75.63179221,0.624602113,12.94172265,24.28816321,30.83010007,25.04081949,3,2,0,1,1,0,0,0.438106477,0.977657846,1.67465873,0.743615385
1147,Malakand,71.8946746,34.53803691,2012,607177,0.36947902,75.63179221,0.624602113,10.47321531,23.97016707,35.26695375,24.48119457,5,2,0,0,1,0,1,1.342502177,1.02242589,1.331538574,0.371360471
1148,Malakand,71.8946746,34.53803691,2013,616492,1.484664549,75.63179221,0.624602113,12.43326085,23.43121869,32.09755694,26.34072496,5,4,0,0,0,0,0,0.299538722,0.794017502,1.507514548,0.402830071
1149,Malakand,71.8946746,34.53803691,2014,626092,0.302393877,75.63179221,0.624602113,13.63084007,23.13827587,32.28968276,24.17044276,3,1,1,1,1,0,0,0.178736064,1.084299184,1.731811584,0.867717275
1150,Malakand,71.8946746,34.53803691,2015,635381,1.887969986,75.63179221,0.624602113,13.48987737,23.92096596,30.77742771,25.34191219,7,4,0,0,0,0,0,0.989332052,1.689226109,2.256947846,1.509595602
1151,Malakand,71.8946746,34.53803691,2016,649763,1.634611766,75.63179221,0.624602113,13.42467835,23.89998757,30.56477628,27.88663598,12,2,1,0,0,0,1,1.072371191,1.40224366,2.272834918,0.049659946
1152,Malakand,71.8946746,34.53803691,2017,704791,0.351267172,75.63179221,0.624602113,10.92115672,26.78866637,31.28996445,27.84226442,6,4,0,0,0,0,0,1.911797394,1.420414816,1.215202569,0.084885595
1153,Malakand,71.8946746,34.53803691,2018,714899,-1.198594977,75.63179221,0.624602113,14.98055034,25.95737887,31.63150469,24.49553232,6,4,0,0,0,0,0,0.351615834,1.608927872,1.909767097,0.531906188
1154,Malakand,71.8946746,34.53803691,2019,786657,0.322838213,75.63179221,0.624602113,10.78291065,25.38568005,32.53191523,25.76510213,11,3,0,0,1,0,0,1.27616223,1.616541485,1.658467113,0.354407492
1155,Malakand,71.8946746,34.53803691,2020,803075,1.155660237,75.63179221,0.624602113,10.60361335,23.54199665,33.84827137,26.50915576,11,4,0,0,0,0,0,1.490764599,1.237688106,1.243322179,0.083058328
1156,Malakand,71.8946746,34.53803691,2021,819172,-0.868804468,75.63179221,0.624602113,14.09206277,23.88308412,32.29330493,25.46114188,13,4,0,0,0,0,0,0.105848409,0.982378286,3.036074235,1.161856521
1157,Malakand,71.8946746,34.53803691,2022,835592,-0.868804468,75.63179221,0.624602113,11.69947003,30.64295473,29.67659056,26.36125057,22,2,1,1,0,0,0,1.642123224,0.415570183,3.328741515,0.168990639
1158,Malir Karachi,67.28645154,25.11256737,2010,851008,0.066479996,65.95763433,1.269974345,24.89417201,33.69759207,31.38728146,32.4684123,24,17,1,0,2,4,0,0.002581231,0.015903845,2.500426353,0.053609357
1159,Malir Karachi,67.28645154,25.11256737,2011,863247,-0.019159151,65.95763433,1.269974345,23.75980105,33.32025417,31.51940435,30.94261725,9,16,2,4,1,1,0,0.008266062,0.085165969,0.986269688,0.038507816
1160,Malir Karachi,67.28645154,25.11256737,2012,913113,-1.049739738,65.95763433,1.269974345,22.56569307,32.80510142,31.36531848,32.04180143,38,10,3,2,4,5,0,0.074453737,0.117766735,0.169645652,0.073757635
1161,Malir Karachi,67.28645154,25.11256737,2013,916669,-0.293010149,65.95763433,1.269974345,23.98109825,31.84781423,31.07497011,32.23205148,13,19,2,2,0,1,0,0.015691147,0.262807269,0.63344278,0.206558381
1162,Malir Karachi,67.28645154,25.11256737,2014,1007152,-0.978455632,65.95763433,1.269974345,22.60881412,32.93337216,31.53665276,33.00587301,14,14,2,3,2,3,0,0.000241556,0.083696421,0.495807995,0.05525293
1163,Malir Karachi,67.28645154,25.11256737,2015,3436529,-1.569027772,65.95763433,1.269974345,23.52056549,34.15260533,30.89196439,32.51946762,13,16,5,2,0,1,0,0.028375668,0.022729509,1.427462846,0.046977054
1164,Malir Karachi,67.28645154,25.11256737,2016,3440241,-1.362480988,65.95763433,1.269974345,25.01577335,32.28644149,31.58190111,31.16374197,15,18,1,2,1,1,1,0.024353747,0.016097207,0.270986465,0.027254171
1165,Malir Karachi,67.28645154,25.11256737,2017,3731597,-1.325732062,65.95763433,1.269974345,22.76077268,33.46703821,30.23020009,33.15995888,18,19,1,1,1,2,0,0.052371842,0.032513606,1.372915539,0.00681585
1166,Malir Karachi,67.28645154,25.11256737,2018,3783720,-1.898541023,65.95763433,1.269974345,25.10810988,33.98454825,31.68682899,33.95401855,14,20,2,0,1,1,0,0.000396245,0.122059362,0.112178585,0.021666021
1167,Malir Karachi,67.28645154,25.11256737,2019,4163539,-1.120203182,65.95763433,1.269974345,23.55350997,33.53994152,32.16133297,32.00684464,28,18,2,0,1,3,0,0.042935796,0.112449291,1.62401491,0.335549903
1168,Malir Karachi,67.28645154,25.11256737,2020,4250410,0.707172792,65.95763433,1.269974345,21.3289815,33.71518545,33.65539094,33.00288328,37,23,0,0,0,1,0,0.006796514,0.008014692,0.612540392,0.005520327
1169,Malir Karachi,67.28645154,25.11256737,2021,4336365,0.130725384,65.95763433,1.269974345,23.38045084,34.36407094,31.23158575,30.89455166,45,22,1,0,0,1,0,0.001015002,0.133564377,0.935492933,0.236452084
1170,Malir Karachi,67.28645154,25.11256737,2022,4424058,0.130725384,65.95763433,1.269974345,21.2025506,34.23677761,29.60810715,31.84384709,40,23,0,0,0,1,0,0.120899193,0.017644099,6.940898105,0.012810059
1171,Mandi Bahauddin,73.45240348,32.43483921,2010,1591834,0.043339853,76.79849503,2.668170158,18.42708211,35.03619707,34.51625948,28.92394546,2,1,0,0,1,0,0,0.156795699,0.348410597,3.740013846,0.455850895
1172,Mandi Bahauddin,73.45240348,32.43483921,2011,1619017,1.184851423,76.79849503,2.668170158,16.35310039,29.29407734,34.55798148,30.07727051,1,2,0,0,0,0,0,0.568554925,1.075572668,1.261382421,0.304074931
1173,Mandi Bahauddin,73.45240348,32.43483921,2012,1644489,0.53124186,76.79849503,2.668170158,15.75083674,29.78642385,37.55369311,27.96684352,5,1,0,1,0,0,0,0.810491105,1.000556962,0.806340276,0.687545355
1174,Mandi Bahauddin,73.45240348,32.43483921,2013,1669966,0.993033269,76.79849503,2.668170158,16.44360986,29.66268881,33.9571041,29.77819572,2,1,0,1,0,0,0,0.299247337,0.451128575,2.768990573,0.452527224
1175,Mandi Bahauddin,73.45240348,32.43483921,2014,1695860,0.762372307,76.79849503,2.668170158,17.26011803,28.4356683,35.25710458,27.77017322,8,1,0,0,0,1,0,0.183580577,0.769433992,1.28598661,0.665242169
1176,Mandi Bahauddin,73.45240348,32.43483921,2015,1721088,1.4181903,76.79849503,2.668170158,16.67113566,28.59195813,32.9213877,27.90884412,7,2,0,0,0,0,0,0.446060353,1.332713515,2.252077014,1.476518684
1177,Mandi Bahauddin,73.45240348,32.43483921,2016,1654675,1.451592331,76.79849503,2.668170158,17.09627083,31.2134238,34.31350752,30.92879296,6,1,0,0,0,0,1,0.427486897,0.133860865,1.61269896,0.094653579
1178,Mandi Bahauddin,73.45240348,32.43483921,2017,1794810,0.798548723,76.79849503,2.668170158,16.02791021,32.81580822,34.11983334,31.03392526,6,2,0,0,0,0,0,1.255968296,0.686748276,2.006020083,0.157352151
1179,Mandi Bahauddin,73.45240348,32.43483921,2018,1820539,-0.34823981,76.79849503,2.668170158,18.78455876,32.2489166,33.78033337,28.69811895,7,2,0,0,0,0,0,0.026631117,1.334277595,1.757195934,0.311609588
1180,Mandi Bahauddin,73.45240348,32.43483921,2019,2003281,0.582809445,76.79849503,2.668170158,15.48096288,31.02010736,34.29405514,28.36197283,12,2,0,0,0,0,0,1.383997307,1.307973972,2.417929702,0.444195488
1181,Mandi Bahauddin,73.45240348,32.43483921,2020,2045086,1.56357799,76.79849503,2.668170158,14.95132146,28.33433703,35.21480124,29.33280323,1,2,0,0,0,0,0,1.569295727,0.499976012,1.971715587,0.020495109
1182,Mandi Bahauddin,73.45240348,32.43483921,2021,2086078,0.414185613,76.79849503,2.668170158,16.84660957,29.89347903,34.76448977,28.71819738,4,2,0,0,0,0,0,0.322528073,0.5045329,2.485606261,0.760184862
1183,Mandi Bahauddin,73.45240348,32.43483921,2022,2127892,0.414185613,76.79849503,2.668170158,15.75030012,36.37823259,31.77427847,29.91297613,4,2,0,0,0,0,0,1.440620029,0.287471616,4.951649846,0.361058594
1184,Mansehra,73.42708922,34.65589481,2010,1385859,0.818690622,77.16935366,0.378146838,1.83027022,11.91894321,19.40436421,12.9564528,30,23,2,0,4,1,0,1.246722927,2.351224677,6.952882174,0.641095549
1185,Mansehra,73.42708922,34.65589481,2011,1409983,1.220966438,77.16935366,0.378146838,-1.222432414,9.210074851,19.135539,11.51090601,13,16,1,10,1,2,0,0.741371907,1.998765156,3.772980602,1.368967096
1186,Mansehra,73.42708922,34.65589481,2012,1432226,-0.235021319,77.16935366,0.378146838,-4.140450776,9.322482791,20.29297253,9.707730519,18,19,2,4,2,2,1,1.818819953,1.970107517,2.165960096,1.078929049
1187,Mansehra,73.42708922,34.65589481,2013,1451510,0.851780094,77.16935366,0.378146838,-2.473619718,9.428431199,20.23776465,13.20716718,23,19,2,5,2,2,0,1.145796874,1.865222386,3.272613961,1.10821608
1188,Mansehra,73.42708922,34.65589481,2014,1471292,0.339804053,77.16935366,0.378146838,-0.67313067,8.649061432,19.72531846,10.63621286,22,16,2,4,6,2,0,0.548219623,1.946221076,3.706853836,1.473415713
1189,Mansehra,73.42708922,34.65589481,2015,1492997,1.647601802,77.16935366,0.378146838,-0.428755084,10.19943979,19.38930203,11.26269696,19,24,1,2,1,2,0,0.880822841,2.533311843,5.169642059,1.895717443
1190,Mansehra,73.42708922,34.65589481,2016,1813322,1.178414949,77.16935366,0.378146838,-0.061618195,10.29428022,19.38459322,13.63108155,19,21,5,1,1,0,2,1.483922499,2.8504442,4.840277164,0.703862174
1191,Mansehra,73.42708922,34.65589481,2017,1966896,0.032280208,77.16935366,0.378146838,-2.001409779,10.9882272,19.57044061,13.72338646,24,20,3,1,6,0,0,4.645845793,2.915941574,5.233230954,0.80166157
1192,Mansehra,73.42708922,34.65589481,2018,1995095,-1.322437823,77.16935366,0.378146838,0.341529079,11.19571704,19.45963246,9.223235394,35,20,0,0,8,2,0,0.605758234,3.506707179,5.076552951,1.273532995
1193,Mansehra,73.42708922,34.65589481,2019,2195347,0.380657439,77.16935366,0.378146838,-2.981115609,11.26556451,19.81810633,11.41132658,119,26,2,1,0,1,0,3.238738459,2.135911704,4.377552225,1.197569442
1194,Mansehra,73.42708922,34.65589481,2020,2241151,1.002481197,77.16935366,0.378146838,-2.947187971,9.562300483,20.12079882,13.27894647,66,28,2,0,0,0,0,3.229683335,2.218534631,3.344760557,0.364914278
1195,Mansehra,73.42708922,34.65589481,2021,2286092,-0.610928789,77.16935366,0.378146838,-0.90253463,8.979403133,19.90147656,11.87173429,61,28,0,0,1,1,0,1.049550655,2.26730236,5.36154571,1.528751452
1196,Mansehra,73.42708922,34.65589481,2022,2331934,-0.610928789,77.16935366,0.378146838,-1.775114847,14.41187,19.36379594,12.0599059,73,26,2,1,0,1,0,2.899942836,1.207182897,4.806848327,0.833547381
1197,Mardan,72.09788478,34.31572627,2010,2062485,0.664537147,69.47686303,2.135600425,16.37224916,29.62315564,34.11261018,28.16831513,27,11,8,5,0,3,0,0.638996329,0.411581718,6.188075254,0.08613583
1198,Mardan,72.09788478,34.31572627,2011,2096329,1.345949052,69.47686303,2.135600425,14.17321203,26.33969232,32.38108689,26.43990563,18,18,1,2,3,2,1,0.45988141,0.97209323,3.418152045,0.697639849
1199,Mardan,72.09788478,34.31572627,2012,2129291,0.157535147,69.47686303,2.135600425,12.38843652,26.77168349,37.28384985,25.92651101,47,16,4,3,0,3,1,1.215322784,0.699883861,1.04913765,0.219579758
1200,Mardan,72.09788478,34.31572627,2013,2162251,1.178035251,69.47686303,2.135600425,14.06702533,25.82184942,33.92705352,28.19741956,36,20,1,4,0,1,1,0.248602316,0.539319443,1.432201223,0.267622991
1201,Mardan,72.09788478,34.31572627,2014,2193092,0.664819006,69.47686303,2.135600425,15.24251409,25.32948879,34.28069148,25.85571987,16,13,2,9,1,2,0,0.093551757,0.894386292,1.568060135,0.846898719
1202,Mardan,72.09788478,34.31572627,2015,2225639,1.726496518,69.47686303,2.135600425,14.89059189,25.77056715,32.15047554,26.82474507,35,17,5,2,0,3,0,0.830763203,1.656944391,3.031925484,1.584665825
1203,Mardan,72.09788478,34.31572627,2016,1915225,1.405319865,69.47686303,2.135600425,14.55576379,26.01585781,32.33107556,29.35378074,28,19,3,3,0,1,1,0.775581873,1.240712179,3.00157789,0.167390445
1204,Mardan,72.09788478,34.31572627,2017,2077423,0.238119832,69.47686303,2.135600425,13.0289883,29.04030436,33.1532441,28.8128068,21,25,2,0,0,0,0,1.760510898,1.217630911,2.473337411,0.076112576
1205,Mardan,72.09788478,34.31572627,2018,2107203,-1.047698314,69.47686303,2.135600425,16.09149938,27.93408161,33.27874903,26.33244798,53,20,1,1,2,3,0,0.203786186,1.411470824,1.947896605,0.514485708
1206,Mardan,72.09788478,34.31572627,2019,2318728,0.391167587,69.47686303,2.135600425,12.95705332,27.62702346,34.21492054,27.44013231,48,18,1,0,5,3,0,1.044649625,1.276659118,1.304228411,0.219237813
1207,Mardan,72.09788478,34.31572627,2020,2367112,1.052911778,69.47686303,2.135600425,12.63658679,25.50195481,35.35780979,28.16685355,51,26,0,0,0,1,0,1.263387389,0.778253316,1.278732158,0.036446988
1208,Mardan,72.09788478,34.31572627,2021,2414561,-0.552095906,69.47686303,2.135600425,15.33618208,26.06021348,34.245423,27.13415445,63,22,2,1,1,1,0,0.13856023,0.739250247,2.480432764,0.953136669
1209,Mardan,72.09788478,34.31572627,2022,2462961,-0.552095906,69.47686303,2.135600425,13.52446272,32.71044997,31.5699755,28.97199155,65,25,1,0,0,0,1,1.432906484,0.260912326,2.962959508,0.143625287
1210,Mastung,66.74360104,29.72153544,2010,181982,-1.255177657,86.01745755,0.02185019,12.08014065,25.47165165,30.98107861,23.27247444,19,1,3,6,1,7,1,0.227412429,0.261392214,0.66691631,0.060595863
1211,Mastung,66.74360104,29.72153544,2011,181992,-0.020942319,86.01745755,0.02185019,9.7440894,21.23785889,31.35630226,21.37742212,14,8,3,5,1,2,0,0.302837954,1.208636405,0.346692365,0.302939469
1212,Mastung,66.74360104,29.72153544,2012,184867,-0.771545604,86.01745755,0.02185019,6.559984398,20.79370429,32.60155964,20.39715924,22,14,1,2,0,2,0,1.026417269,0.928990709,0.165543749,0.030879701
1213,Mastung,66.74360104,29.72153544,2013,187720,-0.131566244,86.01745755,0.02185019,9.486092268,19.97630176,32.56525564,22.9563031,24,11,1,4,1,2,0,0.123867293,1.120659954,0.179857341,0.017009082
1214,Mastung,66.74360104,29.72153544,2014,185969,-1.415247504,86.01745755,0.02185019,8.703347299,21.83790392,32.52697591,22.15124887,10,11,1,3,0,4,0,0.193248071,0.596963357,0.173701851,0.042341649
1215,Mastung,66.74360104,29.72153544,2015,188579,-1.117952496,86.01745755,0.02185019,11.10215535,24.27820225,31.07113887,22.58176546,14,13,3,0,2,1,0,0.175316859,0.243304116,0.628552929,0.16259059
1216,Mastung,66.74360104,29.72153544,2016,279437,-1.203492075,86.01745755,0.02185019,12.01214268,22.67100251,32.61964304,22.09702612,13,12,3,2,0,2,0,0.458617089,0.418048068,0.504824798,0.000720565
1217,Mastung,66.74360104,29.72153544,2017,303094,-1.479908978,86.01745755,0.02185019,7.8821854,25.05183692,32.12288468,23.47405357,11,17,1,1,0,0,0,1.372453669,0.018679463,0.191642291,0.000231448
1218,Mastung,66.74360104,29.72153544,2018,307444,-1.820136269,86.01745755,0.02185019,11.9196402,23.59599988,32.99080547,20.49578099,14,14,2,0,1,2,0,0.117656431,0.496731297,0.226849483,0.05612921
1219,Mastung,66.74360104,29.72153544,2019,338307,0.243111052,86.01745755,0.02185019,10.26784937,21.89067231,32.81565171,21.47744334,16,17,2,0,0,0,0,1.017677764,1.267515011,0.333707694,0.363765315
1220,Mastung,66.74360104,29.72153544,2020,345369,0.9435086,86.01745755,0.02185019,5.524483464,22.0013954,32.03115053,20.34057659,23,17,0,0,0,1,1,2.321414383,0.413987474,0.25506138,0.000222219
1221,Mastung,66.74360104,29.72153544,2021,352296,-0.976247873,86.01745755,0.02185019,10.6653274,24.1068353,32.39331243,21.67605887,18,17,0,1,1,0,0,0.000240677,0.168995253,0.124393325,0.030445956
1222,Mastung,66.74360104,29.72153544,2022,359362,-0.976247873,86.01745755,0.02185019,8.249725666,26.88514775,27.72930493,22.18796448,25,16,0,1,0,2,0,0.790939757,0.032411652,1.63069819,0.000222219
1223,Matiari,68.4534206,25.76474484,2010,661802,0.032784604,80.79804064,0.123996034,24.35929857,40.27590871,36.18712523,35.24053205,64,55,1,0,6,2,0,0.007585429,0.010996328,1.750960667,0.025560323
1224,Matiari,68.4534206,25.76474484,2011,671925,0.253695524,80.79804064,0.123996034,22.91888318,36.40268446,37.30774345,32.37547783,20,42,2,11,4,4,1,0.000763632,0.065624846,0.588439802,0.000411714
1225,Matiari,68.4534206,25.76474484,2012,682494,-0.892716865,80.79804064,0.123996034,21.98492734,36.64875039,37.7116554,33.06425315,31,49,0,9,1,4,1,0.07531613,0.122662651,0.005067861,0.028971222
1226,Matiari,68.4534206,25.76474484,2013,695760,-0.225686288,80.79804064,0.123996034,22.98649698,35.27401698,37.29800384,35.18949973,44,41,3,10,3,7,0,0.025262546,0.456443441,0.111834401,0.054038619
1227,Matiari,68.4534206,25.76474484,2014,706560,-0.933849582,80.79804064,0.123996034,21.58077391,37.40055143,37.37342542,34.24347,17,40,7,12,1,4,0,0.000222219,0.065516564,0.80841569,0.097216264
1228,Matiari,68.4534206,25.76474484,2015,717107,-1.336815327,80.79804064,0.123996034,22.87195598,38.48591388,36.21819538,34.7875196,22,49,4,4,2,4,1,0.001792316,0.064704445,2.051634084,0.017763984
1229,Matiari,68.4534206,25.76474484,2016,403076,-1.251857638,80.79804064,0.123996034,24.6020643,37.74385245,37.62947244,35.08131765,3,50,5,6,0,3,0,0.003227059,0.0032812,0.020173269,0.017412066
1230,Matiari,68.4534206,25.76474484,2017,437213,-1.095878584,80.79804064,0.123996034,21.87296211,39.15834921,36.02155191,35.7840182,19,58,1,3,1,1,0,0.030216471,0.081163384,1.003649029,0.000601208
1231,Matiari,68.4534206,25.76474484,2018,443480,-1.620406131,80.79804064,0.123996034,24.61816282,38.95108072,37.84068506,34.94826335,19,44,6,2,8,4,0,0.000222219,0.070876547,0.034926759,0.00198181
1232,Matiari,68.4534206,25.76474484,2019,487994,-1.045524725,80.79804064,0.123996034,22.82969736,38.54853714,37.73644713,33.56540019,40,54,3,1,3,3,0,0.009317949,0.045890362,1.296065906,0.113052579
1233,Matiari,68.4534206,25.76474484,2020,498174,0.650654786,80.79804064,0.123996034,20.98480657,37.99893355,38.56431369,33.87425036,163,60,1,1,0,1,1,0.007937347,0.004228672,0.139663002,0.003930895
1234,Matiari,68.4534206,25.76474484,2021,508161,0.244231015,80.79804064,0.123996034,22.16064272,37.67873392,36.42691273,33.48192935,110,57,2,2,2,1,0,0.000222219,0.08706478,0.627259076,0.012945413
1235,Matiari,68.4534206,25.76474484,2022,518348,0.244231015,80.79804064,0.123996034,21.13331545,40.59530341,32.4204732,33.41141781,42,48,5,4,5,2,0,0.297430597,0.079349653,4.387395781,0.00068242
1236,Mianwali,71.53212986,32.66966331,2010,1445591,0.502032481,81.78405815,0.888576113,18.06541136,33.61755941,34.20238063,29.45973444,4,4,0,0,0,0,0,0.146104386,0.266497423,4.859420547,0.154004734
1237,Mianwali,71.53212986,32.66966331,2011,1470253,1.315419701,81.78405815,0.888576113,16.2345856,29.32486694,34.06247176,28.54444865,1,3,0,1,0,0,0,0.067058165,0.619590966,2.312003617,0.424012834
1238,Mianwali,71.53212986,32.66966331,2012,1493395,0.751528015,81.78405815,0.888576113,14.72352735,29.04924328,38.04164547,27.59109833,2,2,0,2,0,0,0,0.480298359,0.634401447,1.093355376,0.419831135
1239,Mianwali,71.53212986,32.66966331,2013,1516542,1.130398338,81.78405815,0.888576113,16.0115575,28.2287905,33.97884416,29.61464037,6,4,0,0,0,0,0,0.097327396,0.338462539,3.245156512,0.296104137
1240,Mianwali,71.53212986,32.66966331,2014,1539067,0.767626903,81.78405815,0.888576113,17.16222065,28.07155453,35.46694083,27.25463919,7,3,0,1,0,0,0,0.018687234,0.516608614,2.121682885,1.255173592
1241,Mianwali,71.53212986,32.66966331,2015,1561930,1.659489865,81.78405815,0.888576113,16.64179351,27.566887,33.69309537,28.07928606,5,1,0,0,1,1,1,0.624271334,2.129996416,2.791445735,0.637450454
1242,Mianwali,71.53212986,32.66966331,2016,2220237,1.653146962,81.78405815,0.888576113,16.73514377,29.58856499,33.83202987,30.54024192,4,2,0,2,0,0,0,0.459945525,0.553332053,3.831962148,0.183169769
1243,Mianwali,71.53212986,32.66966331,2017,2408265,0.42922228,81.78405815,0.888576113,15.14391063,33.11842045,34.55334963,31.00623063,8,4,0,0,0,0,0,0.809477144,0.450720141,2.807737976,0.128593967
1244,Mianwali,71.53212986,32.66966331,2018,2442787,-0.638586332,81.78405815,0.888576113,18.18532418,31.47980258,34.97784227,28.21978804,3,2,0,0,1,1,0,0.06754971,0.494161368,3.626289522,0.37909697
1245,Mianwali,71.53212986,32.66966331,2019,2687998,0.486443518,81.78405815,0.888576113,15.0657057,30.71486853,36.19544139,28.01385403,5,4,0,0,0,0,0,0.774662897,0.777526684,1.655134933,1.101526431
1246,Mianwali,71.53212986,32.66966331,2020,2744017,1.618624926,81.78405815,0.888576113,14.34563569,28.00319935,36.25390444,30.54727443,5,4,0,0,0,0,0,0.788896346,0.3357626,1.892551427,0.02208531
1247,Mianwali,71.53212986,32.66966331,2021,2799015,0.019856881,81.78405815,0.888576113,17.21426548,30.72526903,36.79324735,30.00386453,2,4,0,0,0,0,0,0.02310402,0.365226837,1.731417101,0.346113552
1248,Mianwali,71.53212986,32.66966331,2022,2855115,0.019856881,81.78405815,0.888576113,15.61021708,35.86737042,32.61453667,29.9708202,10,2,0,0,1,1,0,0.785085087,0.192174313,7.636097164,0.020154747
1249,Mirpur,73.7374209,33.23567266,2010,257012,0.042906396,73.79412413,2.952351514,17.79029607,32.63970826,31.92131165,27.88769244,11,10,0,0,1,0,0,0.61310114,0.613552317,9.208204639,0.330077769
1250,Mirpur,73.7374209,33.23567266,2011,261324,1.215880026,73.79412413,2.952351514,15.08332935,25.86477882,31.78769391,26.97960157,4,6,1,1,0,2,1,0.655105725,2.190551502,2.388167055,0.961815891
1251,Mirpur,73.7374209,33.23567266,2012,265435,-0.012090643,73.79412413,2.952351514,13.94435881,26.80909137,34.96607905,26.05702202,10,9,0,1,0,1,0,1.489467465,1.455584068,1.084626288,0.354757155
