,districts,longitude,latitude,year,pop,spei,dep.index,built,temp.jan,temp.apr,temp.jul,temp.oct,total.con,protests,battles,expl,riots,vac,sd,precip.jan,precip.apr,precip.jul,precip.oct
587,Hunza,75.11593722,36.58189717,2011,92207,0.630225556,84.10538334,0.007522461,-24.11952073,-11.70175727,4.366659816,-10.72568456,0,1,0,0,0,0,0,0.37604273,0.667568193,1.578269492,0.61389649
588,Hunza,75.11593722,36.58189717,2012,93469,0.627132552,84.10538334,0.007522461,-25.80268547,-10.92643172,2.067844091,-12.45969854,1,0,0,1,0,0,0,0.537672321,0.564529734,0.548847937,0.494073045
589,Hunza,75.11593722,36.58189717,2013,94442,0.040162915,84.10538334,0.007522461,-24.9947711,-10.66144717,2.241558556,-6.553150288,0,1,0,0,0,0,0,0.552358733,0.844031528,0.691938942,0.39034105
590,Hunza,75.11593722,36.58189717,2014,71001,-0.415225141,84.10538334,0.007522461,-23.32697119,-11.47246015,2.012731579,-10.78145953,0,1,0,0,0,0,0,0.504641369,1.107161584,0.828198806,0.726065895
591,Hunza,75.11593722,36.58189717,2015,71045,0.290042344,84.10538334,0.007522461,-23.06959426,-11.16355015,4.680399381,-12.70095201,1,1,0,0,0,0,0,0.542663617,0.906658098,0.450143172,0.707793224
592,Hunza,75.11593722,36.58189717,2016,34861,0.769397452,84.10538334,0.007522461,-22.91884156,-9.816434964,3.915673216,-10.99261375,1,1,0,0,0,0,0,0.56676845,1.55877505,1.111013757,0.580387609
593,Hunza,75.11593722,36.58189717,2017,37812,1.01818039,84.10538334,0.007522461,-22.44670962,-10.06908918,5.337400781,-10.8166234,0,1,0,0,0,0,0,1.419385294,1.370859404,1.264457479,0.560379304
594,Hunza,75.11593722,36.58189717,2018,41094,0.266915561,84.10538334,0.007522461,-23.43542252,-10.35981356,3.987550274,-12.71446836,5,1,0,0,0,0,0,0.558352601,1.093574766,0.941288134,0.643686154
595,Hunza,75.11593722,36.58189717,2019,47015,0.562615315,84.10538334,0.007522461,-23.08421115,-8.476916718,1.449778324,-11.33305478,6,1,0,0,0,0,0,0.94286925,1.071342118,0.283752266,0.667977846
596,Hunza,75.11593722,36.58189717,2020,48007,0.46184061,84.10538334,0.007522461,-23.85190771,-10.79755093,2.595580046,-11.10136426,9,1,0,0,0,0,0,1.053723454,0.764957757,1.2066605,0.520527992
597,Hunza,75.11593722,36.58189717,2021,49167,0.111419916,84.10538334,0.007522461,-24.26893782,-12.97584143,5.123340282,-11.23424119,9,1,0,0,0,0,0,0.513908865,0.836348741,1.431452084,0.949129032
598,Hunza,75.11593722,36.58189717,2022,50355,0.111419916,84.10538334,0.007522461,-22.54476459,-9.932867891,7.160035004,-11.70369123,15,1,0,0,0,0,0,0.645957211,0.480324522,1.316328867,0.548589209
599,Hyderabad,68.45636065,25.34105089,2010,2008015,0.271397494,73.9653586,2.198361938,24.63136361,39.11443683,34.97265262,35.02457036,536,497,2,0,23,14,0,0.011038164,0.023515261,1.840926193,0.074383424
600,Hyderabad,68.45636065,25.34105089,2011,2038711,0.35937278,73.9653586,2.198361938,23.51310163,36.5036222,35.85020508,31.87723584,225,374,38,72,21,29,2,0.004135155,0.030122954,0.743975301,0.002067944
601,Hyderabad,68.45636065,25.34105089,2012,2070787,-0.781244293,73.9653586,2.198361938,22.34643432,36.58056582,36.04349713,33.43542657,617,334,37,78,21,59,7,0.047620421,0.159766632,0.029126263,0.03831797
602,Hyderabad,68.45636065,25.34105089,2013,2102866,0.006001057,73.9653586,2.198361938,23.58466689,35.41225207,35.38492117,34.95871276,381,370,38,64,18,43,3,0.023109201,0.297752984,0.219494272,0.074900226
603,Hyderabad,68.45636065,25.34105089,2014,2134781,-0.774048871,73.9653586,2.198361938,22.01758539,37.06659488,36.0909146,34.0755624,193,308,80,74,34,38,2,0.000222219,0.04769425,0.564681638,0.092176206
604,Hyderabad,68.45636065,25.34105089,2015,2166435,-1.291602924,73.9653586,2.198361938,23.44482926,37.98958909,34.81865561,34.74555367,211,361,63,47,27,30,8,0.002658576,0.013105375,2.413802115,0.011776454
605,Hyderabad,68.45636065,25.34105089,2016,1147734,-1.211736073,73.9653586,2.198361938,25.16524919,37.07131468,35.81881296,34.59550812,248,403,50,43,15,12,13,0.00129274,0.005021103,0.033260685,0.040495925
606,Hyderabad,68.45636065,25.34105089,2017,1244934,-1.046499098,73.9653586,2.198361938,22.43347611,37.97180754,34.0317671,35.75635801,186,441,50,15,10,11,9,0.021927938,0.075417029,1.019062057,0.000849766
607,Hyderabad,68.45636065,25.34105089,2018,1262782,-1.525252004,73.9653586,2.198361938,25.16261489,38.47144717,36.09563439,35.11325859,299,399,27,17,50,30,13,0.000222219,0.038687115,0.097012004,0.011111993
608,Hyderabad,68.45636065,25.34105089,2019,1389538,-0.885145073,73.9653586,2.198361938,23.34571358,37.96225819,36.3181233,33.21952341,258,437,27,8,38,21,5,0.030381355,0.066336065,1.578095047,0.20664803
609,Hyderabad,68.45636065,25.34105089,2020,1418534,0.998415812,73.9653586,2.198361938,21.3643878,37.76775875,37.37140579,34.32154052,530,497,18,6,8,6,1,0.005648649,0.00417207,0.236142705,0.025176413
610,Hyderabad,68.45636065,25.34105089,2021,1446968,0.485519012,73.9653586,2.198361938,22.65366,37.66710639,34.82776591,32.96904502,627,457,27,14,26,9,3,0.000222219,0.031378046,0.483100622,0.026505334
611,Hyderabad,68.45636065,25.34105089,2022,1475972,0.485519012,73.9653586,2.198361938,21.76480198,39.8949591,31.85758833,33.37220327,564,407,40,23,36,26,4,0.325918737,0.035844699,4.536901913,0.002252516
612,Islamabad,73.11992603,33.67211461,2010,1328309,0.350813737,42.42700182,4.449936807,16.28196504,29.76216427,32.03296162,26.16655905,132,111,3,4,9,5,0,0.38435437,0.973191193,6.462859895,0.273043349
613,Islamabad,73.11992603,33.67211461,2011,1370727,1.262201852,42.42700182,4.449936807,13.46105096,24.22824652,31.31531963,25.93489124,94,88,4,17,8,13,2,0.441304195,2.649201184,1.996765314,0.764628956
614,Islamabad,73.11992603,33.67211461,2012,1392646,-0.292299282,42.42700182,4.449936807,12.11617024,25.79423039,34.96721937,24.93909695,177,83,14,11,7,15,2,1.305956835,1.205609417,1.253422906,0.272586532
615,Islamabad,73.11992603,33.67211461,2013,1413785,0.872622219,42.42700182,4.449936807,13.30816529,25.50355143,31.5684186,26.60982184,112,87,9,21,7,7,1,0.401358105,0.894923252,2.406073144,0.293600104
616,Islamabad,73.11992603,33.67211461,2014,1442065,0.922856923,42.42700182,4.449936807,14.28675428,23.97288369,32.44679429,24.18704436,124,78,17,25,4,8,0,0.328013634,1.245301719,2.186344276,0.849901421
617,Islamabad,73.11992603,33.67211461,2015,1463423,1.670141573,42.42700182,4.449936807,14.20601013,24.92340089,29.77091784,24.68886553,156,85,15,8,12,10,2,0.53896147,2.278976566,5.037134739,1.497616851
618,Islamabad,73.11992603,33.67211461,2016,2324628,1.21926152,42.42700182,4.449936807,14.04271073,25.70503451,31.20695644,28.11483255,91,95,15,9,4,4,5,0.66758077,1.114144547,2.866645969,0.177568643
619,Islamabad,73.11992603,33.67211461,2017,2521493,0.303608074,42.42700182,4.449936807,12.86158219,27.16974861,31.00834091,28.31797579,129,111,8,7,3,1,2,2.870198988,1.900783034,3.820631667,0.109909003
620,Islamabad,73.11992603,33.67211461,2018,2557703,-0.794726446,42.42700182,4.449936807,15.45611078,27.29954295,31.17616802,24.50292758,226,102,7,3,10,9,1,0.06945534,2.321765071,5.134182925,0.94984278
621,Islamabad,73.11992603,33.67211461,2019,2814449,0.618468415,42.42700182,4.449936807,12.03753902,26.53149246,31.66576436,25.6979411,267,110,6,4,4,6,2,2.263647825,1.697550326,2.954557819,0.386841483
622,Islamabad,73.11992603,33.67211461,2020,2873183,1.118398756,42.42700182,4.449936807,11.98758329,24.29208723,33.26404589,26.66279604,160,118,6,3,4,0,1,2.419625375,1.175662539,1.627200543,0.029661523
623,Islamabad,73.11992603,33.67211461,2021,2930804,-0.179181004,42.42700182,4.449936807,14.42832068,25.14450405,32.0972551,26.05668663,225,112,9,3,6,2,0,0.787520553,1.131249797,4.343077786,0.801022026
624,Islamabad,73.11992603,33.67211461,2022,2989581,-0.179181004,42.42700182,4.449936807,13.02231588,31.39440362,29.73379062,27.2213645,188,103,11,9,7,2,0,2.680873813,0.4002922,4.253389426,0.303548558
625,Jacobabad,68.47662625,28.20730348,2010,1010066,-1.113245007,86.01708899,0.428047296,23.11822624,39.35380386,39.50138398,33.61884419,49,46,0,0,1,2,0,0.042296216,0.115589929,1.166003012,0.01380959
626,Jacobabad,68.47662625,28.20730348,2011,1025070,0.076998128,86.01708899,0.428047296,20.63588036,35.12120793,40.24267454,32.93978061,30,27,3,10,2,7,0,0.049043048,0.254430994,0.167440586,0.017479742
627,Jacobabad,68.47662625,28.20730348,2012,1041217,-0.872249202,86.01708899,0.428047296,20.4773873,35.07992451,40.89926211,31.59419172,77,32,3,9,3,2,0,0.003392606,0.441921092,0.015121474,0.069064898
628,Jacobabad,68.47662625,28.20730348,2013,1055226,-1.154451559,86.01708899,0.428047296,21.93507764,34.31518273,40.95057615,34.00859873,82,35,4,5,2,3,0,0.043904836,0.57946589,0.090226837,0.041718362
629,Jacobabad,68.47662625,28.20730348,2014,1072267,-1.54477783,86.01708899,0.428047296,20.82655499,35.80454382,41.07753778,33.1294336,55,27,7,7,2,6,0,0.041202979,0.081465326,0.144373291,0.038173152
630,Jacobabad,68.47662625,28.20730348,2015,1088753,-1.20333005,86.01708899,0.428047296,21.46182749,37.23636816,38.39536898,33.05174274,68,35,6,2,1,4,1,0.01448115,0.165910054,2.534438658,0.008468348
631,Jacobabad,68.47662625,28.20730348,2016,580822,-1.107546426,86.01708899,0.428047296,22.72484953,36.35678509,40.87409269,33.59353546,43,32,3,7,2,3,2,0.108499508,0.269845632,0.041312303,0.000815691
632,Jacobabad,68.47662625,28.20730348,2017,630014,-1.813480635,86.01708899,0.428047296,20.16142282,38.9553654,39.50686367,33.57235971,55,34,5,5,4,0,1,0.178201159,0.016042917,1.094458477,0.000222219
633,Jacobabad,68.47662625,28.20730348,2018,639045,-2.241526514,86.01708899,0.428047296,22.66982045,37.89142328,40.62230559,33.00080021,57,39,7,0,3,0,0,0.000222219,0.119088287,0.128974271,0.000222219
634,Jacobabad,68.47662625,28.20730348,2019,703189,-0.717974185,86.01708899,0.428047296,21.09803182,36.15612628,41.77280824,32.81202954,153,39,3,0,2,5,0,0.077545291,0.64401371,0.358616454,0.433253287
635,Jacobabad,68.47662625,28.20730348,2020,717867,-0.368001324,86.01708899,0.428047296,18.82646824,35.98676672,41.31762249,32.77269651,351,47,1,0,0,1,0,0.406203487,0.057851413,0.040281537,0.000222219
636,Jacobabad,68.47662625,28.20730348,2021,732255,-0.948487937,86.01708899,0.428047296,21.44204488,36.51188817,39.93344358,32.6350077,167,42,1,0,2,4,0,0.000222219,0.069361634,0.191351235,0.035096471
637,Jacobabad,68.47662625,28.20730348,2022,746931,-0.948487937,86.01708899,0.428047296,19.82836914,39.62189071,34.6376021,33.37643758,88,38,5,2,4,0,0,0.3627239,0.008483966,4.549336416,0.000222219
638,Jaffarabad,68.00523521,28.20524575,2010,328305,-1.113245007,84.49658045,0.162852977,22.97824648,39.21608925,39.85486524,33.60796737,1,0,0,1,0,0,0,0.029684082,0.134921131,1.436679749,0.002839046
639,Jaffarabad,68.00523521,28.20524575,2011,328217,0.076998128,84.49658045,0.162852977,20.61223308,35.32172227,40.75047976,32.84677552,16,1,0,0,0,0,0,0.027789138,0.125965267,0.270838221,0.02048007
640,Jaffarabad,68.00523521,28.20524575,2012,333349,-0.872249202,84.49658045,0.162852977,19.92744213,34.93321124,41.58478574,31.06272373,17,1,0,0,0,0,0,0.006989875,0.394438177,0.011862588,0.070199782
641,Jaffarabad,68.00523521,28.20524575,2013,337368,-1.154451559,84.49658045,0.162852977,21.43117838,34.07053161,41.73329462,34.17014122,9,1,0,0,0,0,0,0.081456649,0.588895491,0.066409894,0.028939639
642,Jaffarabad,68.00523521,28.20524575,2014,349796,-1.54477783,84.49658045,0.162852977,20.56011411,35.6464429,41.56586998,33.37259354,11,1,0,0,0,0,0,0.037263856,0.104805062,0.110850835,0.107850508
643,Jaffarabad,68.00523521,28.20524575,2015,355056,-1.20333005,84.49658045,0.162852977,21.01905618,37.50843837,38.99735056,33.12487751,12,0,0,1,0,0,0,0.0171188,0.167518674,1.483850311,0.005433315
644,Jaffarabad,68.00523521,28.20524575,2016,234053,-1.107546426,84.49658045,0.162852977,22.38743067,36.71182977,41.91406762,33.58388666,6,1,0,0,0,0,0,0.190280557,0.228517813,0.048813989,0.000222219
645,Jaffarabad,68.00523521,28.20524575,2017,253888,-1.813480635,84.49658045,0.162852977,19.7541147,39.24748137,40.28348843,33.82194358,5,1,0,0,0,0,0,0.139184755,0.021292188,0.957868092,0.000222219
646,Jaffarabad,68.00523521,28.20524575,2018,257507,-2.241526514,84.49658045,0.162852977,22.50132773,37.74783683,41.61738525,33.22321266,6,1,0,0,0,0,0,0.000289896,0.16740588,0.019961216,0.000222219
647,Jaffarabad,68.00523521,28.20524575,2019,283363,-0.717974185,84.49658045,0.162852977,20.94661282,36.12342874,42.78848576,33.11045592,14,1,0,0,0,0,0,0.123799617,0.511315595,0.335943071,0.292878221
648,Jaffarabad,68.00523521,28.20524575,2020,289265,-0.368001324,84.49658045,0.162852977,18.63674302,36.21183646,42.09859695,32.23322054,13,0,0,1,0,0,0,0.39931089,0.080283589,0.092036752,0.000222219
649,Jaffarabad,68.00523521,28.20524575,2021,295077,-0.948487937,84.49658045,0.162852977,21.031935,36.58612713,40.66287697,32.7947907,16,0,0,0,1,0,0,0.000222219,0.064898451,0.234879409,0.112632984
650,Jaffarabad,68.00523521,28.20524575,2022,301006,-0.948487937,84.49658045,0.162852977,19.43683963,40.07159161,34.47138484,32.86569128,22,0,0,0,0,1,0,0.406416928,0.026638636,5.923658188,0.000222219
651,Jamshoro,67.79233771,25.73558916,2010,782978,-0.063208719,82.62910167,0.033373671,23.75826729,38.13234296,34.29141282,34.81274456,39,33,2,1,3,0,0,0.00267848,0.037301012,1.968559117,0.039466662
652,Jamshoro,67.79233771,25.73558916,2011,794924,0.244043103,82.62910167,0.033373671,22.34166825,35.14610237,35.43138951,32.25919914,14,26,3,6,3,1,0,0.003996183,0.067799254,0.685248333,0.004430109
653,Jamshoro,67.79233771,25.73558916,2012,807448,-0.989938498,82.62910167,0.033373671,21.12813551,35.37292583,35.96725728,32.65658409,49,24,2,6,5,2,0,0.054355505,0.163418271,0.028952909,0.130698645
654,Jamshoro,67.79233771,25.73558916,2013,819954,-0.223543118,82.62910167,0.033373671,22.40202588,34.12970552,35.39181792,34.17906643,40,31,2,3,2,1,0,0.04873437,0.292091315,0.285510765,0.152478554
655,Jamshoro,67.79233771,25.73558916,2014,831436,-0.911342196,82.62910167,0.033373671,20.73456213,35.91215534,35.4381722,33.79690406,21,21,8,6,1,3,0,0.000803442,0.082751793,0.573438696,0.111343149
656,Jamshoro,67.79233771,25.73558916,2015,844711,-1.441218898,82.62910167,0.033373671,22.24149046,37.03900464,34.41558452,34.13582533,93,28,3,5,0,2,1,0.017770353,0.04984108,2.150230869,0.049208105
657,Jamshoro,67.79233771,25.73558916,2016,828420,-1.283099552,82.62910167,0.033373671,24.00279913,36.0461282,35.78616072,34.41319342,71,31,4,2,1,1,0,0.005715964,0.018228165,0.062014899,0.015521103
658,Jamshoro,67.79233771,25.73558916,2017,898576,-1.171286667,82.62910167,0.033373671,20.97102103,37.53841398,33.61850638,35.71826283,138,35,0,2,0,0,2,0.094766373,0.065426594,1.364967809,0.002101239
659,Jamshoro,67.79233771,25.73558916,2018,911457,-1.657372018,82.62910167,0.033373671,24.05461033,37.30780263,36.1733894,34.98765029,118,30,3,0,3,3,0,0.000484964,0.167048919,0.063125591,0.017181169
660,Jamshoro,67.79233771,25.73558916,2019,1002949,-0.917163069,82.62910167,0.033373671,22.15646421,36.93336991,35.84872006,32.78131214,92,28,4,1,6,0,0,0.043105272,0.108516657,1.377687021,0.208451049
661,Jamshoro,67.79233771,25.73558916,2020,1023881,0.686780732,82.62910167,0.033373671,19.9866555,36.50286462,36.68959566,33.73278222,151,35,0,0,2,2,0,0.011241556,0.012833945,0.38218872,0.002328155
662,Jamshoro,67.79233771,25.73558916,2021,1044401,0.287299981,82.62910167,0.033373671,21.7017046,36.59996476,34.491508,32.21563843,158,34,3,0,1,1,0,0.000751689,0.104754637,0.584621252,0.071835962
663,Jamshoro,67.79233771,25.73558916,2022,1065332,0.287299981,82.62910167,0.033373671,19.94284621,38.71734673,30.64974926,33.07157088,96,31,3,0,4,0,1,0.183426646,0.101338961,5.111892456,0.002981034
664,Jhal Magsi,67.52760021,28.40356182,2010,126691,-1.150305115,87.44414156,0.008836333,21.5863624,38.53993593,38.59564832,33.55076203,0,0,0,0,0,0,0,0.013935424,0.104625881,1.228435753,0.040340884
665,Jhal Magsi,67.52760021,28.40356182,2011,126655,0.074460483,87.44414156,0.008836333,19.35186434,33.45831051,39.8507812,31.52724663,1,0,0,0,0,0,0,0.012786856,0.496484761,0.155661741,0.108106389
666,Jhal Magsi,67.52760021,28.40356182,2012,128647,-0.883451348,87.44414156,0.008836333,18.18228362,32.9579684,41.02018944,30.45646484,2,0,0,0,0,0,0,0.0527663,0.507668795,0.078185616,0.16674136
667,Jhal Magsi,67.52760021,28.40356182,2013,130640,-0.900432718,87.44414156,0.008836333,19.55111807,32.48898392,40.83818414,33.86595962,6,0,0,0,0,0,0,0.039377943,0.531869933,0.092188863,0.040422096
668,Jhal Magsi,67.52760021,28.40356182,2014,133682,-1.492513036,87.44414156,0.008836333,19.41133689,33.99070018,40.84784325,32.9482403,2,0,0,0,0,0,0,0.024492967,0.233567129,0.071653861,0.17050031
669,Jhal Magsi,67.52760021,28.40356182,2015,135762,-1.327563773,87.44414156,0.008836333,19.48367675,36.22212802,37.97787898,33.00222784,4,0,0,0,0,0,0,0.066421496,0.203043067,0.666066749,0.047696359
670,Jhal Magsi,67.52760021,28.40356182,2016,79438,-1.370752921,87.44414156,0.008836333,20.37928361,35.44349993,40.82428191,34.39676244,0,0,0,0,0,0,0,0.116807661,0.142308189,0.108257211,0.000233821
671,Jhal Magsi,67.52760021,28.40356182,2017,86166,-1.821261754,87.44414156,0.008836333,17.7986788,38.76523477,40.1288257,34.80116885,3,0,0,0,0,0,0,0.246433409,0.030340222,0.194979888,0.000222219
672,Jhal Magsi,67.52760021,28.40356182,2018,87403,-2.154230555,87.44414156,0.008836333,21.35419869,36.53094369,41.17894388,33.12931419,0,0,0,0,0,0,0,0.004665669,0.199005677,0.066502708,0.027497806
673,Jhal Magsi,67.52760021,28.40356182,2019,96172,-0.603728745,87.44414156,0.008836333,19.14026075,33.79075652,41.80381957,31.615869,6,0,0,0,0,0,0,0.122515696,0.949797824,0.161741029,0.385027268
674,Jhal Magsi,67.52760021,28.40356182,2020,98181,-0.099984664,87.44414156,0.008836333,16.76473963,33.75891594,41.26287468,32.90649912,1,0,0,0,0,0,0,0.512390686,0.142087757,0.169224123,0.000222219
675,Jhal Magsi,67.52760021,28.40356182,2021,100148,-0.664651088,87.44414156,0.008836333,20.04956285,35.60994717,40.567108,32.92895656,7,0,0,0,0,0,0,0.000222219,0.063776309,0.170071047,0.10167905
676,Jhal Magsi,67.52760021,28.40356182,2022,102154,-0.664651088,87.44414156,0.008836333,17.54095294,39.60823395,33.91246136,32.07177918,6,0,0,0,0,0,0,0.62591328,0.041640274,4.8394984,0.000315033
677,Jhang,72.17545527,31.17519552,2010,2567305,0.146568745,80.90309856,2.088007998,19.77494216,37.28735869,36.60538499,32.52455016,4,3,0,0,1,0,0,0.072690279,0.262523028,1.725568422,0.169427153
678,Jhang,72.17545527,31.17519552,2011,2611119,1.163359734,80.90309856,2.088007998,17.77274868,32.63039795,35.6976295,32.03274026,4,2,0,0,2,0,0,0.058180425,0.40875177,1.564430534,0.064061518
679,Jhang,72.17545527,31.17519552,2012,2652213,0.322908743,80.90309856,2.088007998,17.29834531,31.54895951,39.05169649,29.27705539,9,3,0,0,1,0,0,0.249644179,0.507776111,0.71496113,0.569625719
680,Jhang,72.17545527,31.17519552,2013,2693307,0.777739001,80.90309856,2.088007998,18.25292739,32.52420806,36.80289375,32.23393156,6,3,0,1,0,0,0,0.00902694,0.188146489,1.247968175,0.240453702
681,Jhang,72.17545527,31.17519552,2014,2734380,0.571246757,80.90309856,2.088007998,18.81148578,31.53426961,37.08151894,30.30391983,5,3,0,1,0,0,0,0.0324701,0.270576538,0.950489091,0.722128077
682,Jhang,72.17545527,31.17519552,2015,2774968,1.370361296,80.90309856,2.088007998,17.73324693,31.1472611,34.46025674,30.65166806,12,2,1,1,0,0,0,0.731555422,0.96822035,2.502671281,0.542013682
683,Jhang,72.17545527,31.17519552,2016,2766770,1.514868836,80.90309856,2.088007998,18.97070018,34.03865653,36.03867672,32.07646788,16,3,0,0,0,0,1,0.45783081,0.150200242,1.868941213,0.280430245
684,Jhang,72.17545527,31.17519552,2017,3001085,0.580230561,80.90309856,2.088007998,17.30957403,36.2989496,37.2128829,33.1923974,3,3,0,1,0,0,0,0.423545865,0.145469651,0.912624056,0.011131681
685,Jhang,72.17545527,31.17519552,2018,3044107,-0.378436437,80.90309856,2.088007998,20.22970533,34.38861831,36.63558984,31.12852645,14,4,0,0,0,0,0,0.007355329,0.414815589,1.296113279,0.05862709
686,Jhang,72.17545527,31.17519552,2019,3349672,0.62235288,80.90309856,2.088007998,16.96395886,33.3523966,37.32096436,29.59797945,17,2,1,0,1,0,0,0.781094663,0.714521232,0.94665183,1.002593274
687,Jhang,72.17545527,31.17519552,2020,3419573,1.931019008,80.90309856,2.088007998,15.61117981,31.11307187,38.38173631,32.13893015,9,4,0,0,0,0,0,0.919906054,0.224048904,0.929624408,0.00706432
688,Jhang,72.17545527,31.17519552,2021,3488117,0.441087328,80.90309856,2.088007998,18.3846938,32.15106441,37.79931186,32.01120849,8,4,0,0,0,0,0,0.062444048,0.375630861,0.456808894,0.091734463
689,Jhang,72.17545527,31.17519552,2022,3558035,0.441087328,80.90309856,2.088007998,16.95715723,38.3931059,33.94361488,32.01462943,21,3,0,0,1,0,0,0.708294989,0.04277724,4.128451729,0.008702092
690,Jhelum,73.2990673,32.83431954,2010,1277480,0.072754177,78.91055819,1.210119057,18.24246335,33.51748025,33.15613548,28.1851462,5,4,0,0,1,0,0,0.166695276,0.480206937,4.808450006,0.339823194
691,Jhelum,73.2990673,32.83431954,2011,1299267,1.228545114,78.91055819,1.210119057,15.75021068,27.48922045,33.35454978,28.22237404,4,3,0,2,0,0,0,0.534991111,1.321471686,2.135192076,0.765057575
692,Jhelum,73.2990673,32.83431954,2012,1319716,0.589054801,78.91055819,1.210119057,14.68073211,28.1215235,36.6191291,26.82425082,4,4,1,0,0,0,0,1.118554803,1.29308137,1.060747742,0.510300447
693,Jhelum,73.2990673,32.83431954,2013,1340259,1.11974666,78.91055819,1.210119057,15.62323358,28.36286719,32.84945861,28.59156684,2,1,1,2,1,0,0,0.39301697,0.470450233,3.968335758,0.57219066
694,Jhelum,73.2990673,32.83431954,2014,1358311,0.885860483,78.91055819,1.210119057,16.5337057,26.96222858,34.18503236,26.59685917,4,2,1,2,0,0,0,0.286042888,0.937993743,1.378590702,0.914205432
695,Jhelum,73.2990673,32.83431954,2015,1378231,1.52360712,78.91055819,1.210119057,16.21931495,27.44769967,31.79188623,27.11023438,4,3,1,0,1,0,0,0.461562045,1.653549283,3.008524235,1.349940959
696,Jhelum,73.2990673,32.83431954,2016,1481134,1.410388306,78.91055819,1.210119057,16.26794591,29.38498928,33.17897526,30.02151819,1,4,0,1,0,0,0,0.5753489,0.258836911,1.928631938,0.216854886
697,Jhelum,73.2990673,32.83431954,2017,1606574,0.736527222,78.91055819,1.210119057,15.0664259,30.83238069,32.88118611,30.26306312,4,5,0,0,0,0,0,1.809814459,0.945832944,2.353809921,0.211508438
698,Jhelum,73.2990673,32.83431954,2018,1630086,-0.463762088,78.91055819,1.210119057,17.88074965,30.63916487,32.93987865,27.67743902,7,4,1,0,0,0,0,0.040376978,1.751680294,2.605183221,0.407680224
699,Jhelum,73.2990673,32.83431954,2019,1793712,0.600160334,78.91055819,1.210119057,14.51414593,29.62690313,33.230893,27.47006991,1,4,1,0,0,0,0,1.601596245,1.576251373,2.778220904,0.590249022
700,Jhelum,73.2990673,32.83431954,2020,1831138,1.444758564,78.91055819,1.210119057,14.0103963,26.94794114,34.25586586,29.0052989,8,5,0,0,0,0,0,1.920668663,0.683439644,1.779168257,0.02362703
701,Jhelum,73.2990673,32.83431954,2021,1867841,0.2468239,78.91055819,1.210119057,16.33049538,28.35763517,33.69563724,27.47684471,3,5,0,0,0,0,0,0.573059176,0.870339742,3.791429232,1.185689949
702,Jhelum,73.2990673,32.83431954,2022,1905280,0.2468239,78.91055819,1.210119057,14.93907987,34.44177027,30.88621013,28.68030995,10,5,0,0,0,0,0,2.167891134,0.378827451,5.798095612,0.404127205
703,Jhelum Valley,73.82190572,34.19837177,2010,128095,0.484472995,73.801972,0.488113633,6.022325728,15.53685494,20.91622686,15.9315203,3,3,0,0,0,0,0,1.296059138,2.927148813,8.07719962,0.463282157
704,Jhelum Valley,73.82190572,34.19837177,2011,130255,1.098553873,73.801972,0.488113633,-0.970721938,12.38164496,20.73813694,14.68700382,2,2,0,1,0,0,0,0.736712376,2.817462029,3.504159157,1.407420917
705,Jhelum Valley,73.82190572,34.19837177,2012,132434,-0.364299301,73.801972,0.488113633,-3.287098232,12.60953968,22.23167746,13.42543297,1,1,0,2,0,0,0,2.446069991,3.680236645,2.64514059,1.197335957
706,Jhelum Valley,73.82190572,34.19837177,2013,134023,0.740416203,73.801972,0.488113633,-2.061296286,12.39130407,21.80411074,15.61035476,1,1,1,0,0,1,0,1.161196675,2.756400853,3.002625095,0.942990528
707,Jhelum Valley,73.82190572,34.19837177,2014,127434,0.603164675,73.801972,0.488113633,1.073991773,11.17546309,21.05975526,14.03456085,8,1,1,0,0,1,0,0.962988952,2.898267841,3.001914491,1.222004063
708,Jhelum Valley,73.82190572,34.19837177,2015,130888,1.796567048,73.801972,0.488113633,3.205184739,13.14290389,20.48398151,14.59841164,8,0,1,0,1,1,0,1.121504373,4.02553937,7.847826842,1.67465873
709,Jhelum Valley,73.82190572,34.19837177,2016,196497,0.992853814,73.801972,0.488113633,1.836156243,13.45335385,21.06579221,16.8278559,7,2,1,0,0,0,0,1.845102145,4.031731775,4.944045632,0.249339634
710,Jhelum Valley,73.82190572,34.19837177,2017,213529,0.04411038,73.801972,0.488113633,-1.461978443,14.8973914,20.80846737,16.86045541,8,1,2,0,0,0,0,5.4021821,4.575140708,4.535702193,0.475057878
711,Jhelum Valley,73.82190572,34.19837177,2018,219584,-1.195446332,73.801972,0.488113633,4.452115997,15.07593409,20.90385112,12.90097326,10,3,0,0,0,0,0,0.388414963,4.069647567,5.531105946,1.625424033
712,Jhelum Valley,73.82190572,34.19837177,2019,240508,0.576198589,73.801972,0.488113633,-2.858022274,13.6897003,20.89026799,14.26819068,21,3,0,0,0,0,0,3.908848062,2.505811474,3.5225841,1.045215971
713,Jhelum Valley,73.82190572,34.19837177,2020,245405,1.20390967,73.801972,0.488113633,-2.673895412,12.31569132,21.752193,16.69594863,10,3,0,0,0,0,0,3.931282842,3.02653184,2.018337217,0.19396329
714,Jhelum Valley,73.82190572,34.19837177,2021,250196,-0.283857919,73.801972,0.488113633,-0.510102935,12.32172827,21.12480336,15.72520766,1,3,0,0,0,0,0,1.650955015,3.05977795,4.851362584,1.093384762
